0,902112264779096335657629945656793628672
1,768195244887308111704991931388307439616
2,684696000807068949628517755322456080384
3,631198010071930602269072783760762601472
4,595047776342303356370269885535675744256
5,569395260408941424818166381161230630912
6,550432128349259532553560624377234456576
7,535935138820167636855102025948270166016
8,524541711789021723657431093687250583552
9,515379457011215538152142207691385733120
10,507868125939407742272409029800393441280
11,501608823941122698727928008753431969792
12,496319363776670162400918600089956515840
13,491795079929763903766695244499645366272
14,487884255882359830216875470195561332736
15,484472242346767029006755546974673436672
16,481470912606154867400594922761330098176
17,478811491018383231182878758384064004096
18,476439569306630817490217703853531332608
19,474311575311666422786991124093496983552
20,472392226592844030899544135141737627648
21,470652664724892090622598217080584011776
22,469069068349247435911515062839380279296
23,467621608359344164257809522439533625344
24,466293651185972890376837955079324565504
25,465071144428148826519057432476091678720
26,463942138173911401529333666621144694784
27,462896408457524888197463130851514515456
28,461925158418704923871083791465089859584
29,461020779162412311148808619742428397568
30,460176656912846258052033108421464031232
31,459387016376112810133664719351454892032
32,458646792652310518820844438921087549440
33,457951525828656565474680391683207593984
34,457297273719896437792296232285756194816
35,456680539225846269270282516780359352320
36,456098209537036927875577319136612581376
37,455547505001296119614154815896052301824
38,455025935912311904689840002821064228864
39,454531265828942770726185252713924657152
40,454061480305655344951307314808544559104
41,453614760127992589989602501517589348352
42,453189458315862718251603859510040461312
43,452784080291810106953317992062328504320
44,452397266718912974798131553948238086144
45,452027778599405889029568608988959866880
46,451674484294992848129759482021429641216
47,451336348186575299322206221309608722432
48,451012420737415642088890641240349999104
49,450701829761714697353894767887241969664
50,450403772731805606938982700521487335424
51,450117509982980896480687804830697127936
52,449842358696375431139183036917063090176
53,449577687558158062553389733272495325184
54,449322912008178958268023611103662571520
55,449077490003713097625356656757226602496
56,448840918234451348095249247440721674240
57,448612728733757704672425252773706072064
58,448392485838727166790507012282961100800
59,448179783457947499535784403276511838208
60,447974242611310634425733548161447755776
61,447775509210844437413827651921330044928
62,447583252055518680126357759942335660032
63,447397161016378549741737563616561856512
64,447216945391301407251980936733502996480
65,447042332411195003126530535358059249664
66,446873065881654244348767352533580513280
67,446708904945981797810041718090693083136
68,446549622957131474451571594725007818752
69,446395006447565688967206179335865106432
70,446244854187271190376355929929208037376
71,446098976321267860981409985731907026944
72,445957193578909046217922259445746761728
73,445819336548105054469153137813629173760
74,445685245008348053168029486100250624000
75,445554767317061096087167701268276707328
76,445427759844372034375107803205194481664
77,445304086451918092658050564693755428864
78,445183618011737971972833389329734696960
79,445066231961704717849986793131388960768
80,444951811894305975994359446875626536960
81,444840247175896129943494657754527694848
82,444731432593819014571402512025541148672
83,444625268029055436000492942570486235136
84,444521658152268921847103862730729193472
85,444420512141325696358707684086988668928
86,444321743418539413666086397939323764736
87,444225269406058089694735944983290839040
88,444131011297946601876603517546086268928
89,444038893847654809978741617757557620736
90,443948845169673705908823129629889921024
91,443860796554288234713860298558501027840
92,443774682294429574086673001003660345344
93,443690439523717457932301199556158160896
94,443608008064857780715917681941890990080
95,443527330287631970379290719727212560384
96,443448350975779219586331939233423425536
97,443371017202129182340331681082689716224
98,443295278211394877941455005680840736768
99,443221085310084203517310990766777040896
100,443148391763031146552413108750952431616
101,443077152696087607836532028413835214848
102,443007325004552559679348268924554706944
103,442938867266947980793805455041979482112
104,442871739663781459069646465832811757568
105,442805903900962252058101194740419526656
106,442741323137564418030317338422941843456
107,442677961917649671053784562188704284672
108,442615786105889209899033911698825150464
109,442554762826738428814457167985636278272
110,442494860406938441040978210131248414720
111,442436048321134666436873247444449624064
112,442378297140416637229962351209634332672
113,442321578483599043065777158089378627584
114,442265864971073481253275356552704819200
115,442211130181075489682417750565762105344
116,442157348608220657947298256329107308544
117,442104495624173510288665282622137565184
118,442052547440322978723412217834565009408
119,442001481072344480473440271739343863808
120,441951274306540854180220518181854248960
121,441901905667856978358748665947143274496
122,441853354389472944740461631672038719488
123,441805600383884965952917365785385500672
124,441758624215390450538957070234703364096
125,441712407073898589579211131188586479616
126,441666930749991199285677756048719478784
127,441622177611167177530568058338254258176
128,441578130579203478927428978547351355392
129,441534773108572464405018213134444265472
130,441492089165859863570501426912543375360
131,441450063210127512600678298135572774912
132,441408680174173341764953796175309307904
133,441367925446637837695630877363586203648
134,441327784854916405832703783008085213184
135,441288244648832978345689924216576540672
136,441249291485036786369182492710603325440
137,441210912412084442062397114552577687552
138,441173094856174160590536870398307336192
139,441135826607496836505615680285916004352
140,441099095807174809191341850032317923328
141,441062890934758623131617494908142616576
142,441027200796253675477347800462798094336
143,440992014512651287911484487372680200192
144,440957321508939797622320009986063728640
145,440923111503571186637185292323887513600
146,440889374498363453356254811983697674240
147,440856100768815983369477531735399858176
148,440823280854818350069928666999054925824
149,440790905551736602354336121282476638208
150,440758965901855732093210881739427151872
151,440727453186163889818609725212637265920
152,440696358916463010383193874153997336576
153,440665674827788999186972723527796391936
154,440635392871129011924217862833645289472
155,440605505206421169624984565870340603904
156,440576004195825450869545587006479794176
157,440546882397251934086675421636641947648
158,440518132558136114066318306475149099008
159,440489747609449883449217346624571834368
160,440461720659938885576266481957198626816
161,440434044990573469418615613288811069440
162,440406714049208259769522977999419342848
163,440379721445437724534712547408946921472
164,440353060945640787797773661790109958144
165,440326726468207235105685215243443109888
166,440300712078936164010043747486750736384
167,440275011986601266371398354470667550720
168,440249620538674555503818841330429198336
169,440224532217203626898554933242830520320
170,440199741634833234467411982640914366464
171,440175243530968688896340217613718126592
172,440151032768072842302091406829825294336
173,440127104328091596815073304725052981248
174,440103453309004688100261662638368358400
175,440080074921493583566887407149104758784
176,440056964485723850741668578614157770752
177,440034117428238217912400734188990365696
178,440011529278952922371260675728751984640
179,439989195668256590679186243426277392384
180,439967112324205455206506650212444930048
181,439945275069812564656047853574868172800
182,439923679820425775076115876706605072384
183,439902322581193463553265916184356716544
184,439881199444611164377121903887047983104
185,439860306588150563276657315526935052288
186,439839640271963445057292086189544701952
187,439819196836660443523078181053798547456
188,439798972701160438001468896004534173696
189,439778964360608858639806192107984519168
190,439759168384362633737614286520512937984
191,439739581414037094527148493142551953408
192,439720200161615668538700298075303313408
193,439701021407617979194562566849441038336
194,439682041999324387127198009653408563200
195,439663258849056670990156000904016297984
196,439644668932510012058459294642640781312
197,439626269287137415986416524471876714496
198,439608057010581660461718303601619632128
199,439590029259156808818137524691311525888
200,439572183246373396093463238171122728960
201,439554516241509327594988708728802377728
202,439537025568222560963639902417379655680
203,439519708603205193947425774812098723840
204,439502562774877446726935841930118955008
205,439485585562120027635610515626512089088
206,439468774493043295559645959265764507648
207,439452127143792010091713849039609921536
208,439435641137386198343542122331456405504
209,439419314142593302714078254610708955136
210,439403143872833876349146842286690140160
211,439387128085119164019599521407043633152
212,439371264579016941640498378313096495104
213,439355551195648561188018162910793564160
214,439339985816713272005153557012386152448
215,439324566363539591822640320005904793600
216,439309290796164331958000119167003394048
217,439294157112435876588841378468620926976
218,439279163347142547236917130946018279424
219,439264307571166279136531052360160509952
220,439249587890657378246923024957333045248
221,439235002446233078991728364240634904576
222,439220549412197787105326383152293216256
223,439206226995784025333849856780594577408
224,439192033436413930875127935762786418688
225,439177967004980397863197797412067344384
226,439164026003147713781657582740019609600
227,439150208762670631995768456573955866624
228,439136513644731275940395983454592827392
229,439122939039293572732335915656758165504
230,439109483364474309512659682361249628160
231,439096145065931492539853113206757130240
232,439082922616267817855700344706468675584
